"tick","anonymous_double_time_series","anonymous_double_time_series","anonymous_double_time_series","anonymous_double_time_series","anonymous_double_time_series","anonymous_double_time_series"
"52","101.3911417846648","97.39438937344832","102.3236745838735","97.58570803446261","101.18227197717069","101.47428178723273"
"53","101.25336016010073","97.59401274180567","102.04941068382334","97.52394825532467","101.31904093326061","101.42212401882766"
"54","101.12579387824643","98.15188724309674","101.79866722669935","97.6684334516527","101.51136847739131","101.81055214112311"
"55","101.52992472835139","98.0183851641991","101.92469552721175","97.3065341502914","101.3851616539676","101.98041011367485"
"56","101.31947355226744","97.98474760266954","101.46709016703437","97.49585976845734","101.37445457916347","102.02414873354934"
"57","101.29046564609284","98.13839159058631","101.19878099561471","97.32564285116324","101.26355443644296","102.29268890825581"
"58","101.5137394703818","98.10225503637736","101.03698749275283","97.14148340945847","101.292374590485","102.31920479104797"
"59","101.38547583824587","98.25826197388871","100.93087381576147","96.41774358802168","101.30693729646627","102.45098472300131"
"60","101.75990839067131","98.20494388971846","101.04499961836399","96.47069651744494","101.13096279026873","102.61221733180777"
"61","101.61063605213641","97.75983570998542","101.26683188756812","95.81117649274904","101.2851475765278","102.5236306597294"
"62","101.70455854695327","97.74644636088706","100.95347021990925","95.80989517306341","101.38733705262003","102.46074313750843"
"63","101.51479365152711","97.78218605305057","101.06499174175708","95.97059310140736","101.19133797461258","101.97159109420053"
"64","101.31870416573418","97.80156912519705","100.98391102388841","96.06205927866294","101.15566903790678","101.97664739469201"
"65","101.20080788745803","98.18481398727934","100.87060603871181","96.15377029030995","101.22166871944663","101.98104578696979"
"66","101.00343453261006","98.04170977373977","100.76437632740745","96.07247891647002","101.34120212062054","101.73400471631692"
"67","101.20586874721839","98.104236983997","100.28673722901283","96.04320404118135","101.22966683812554","102.4567834834534"
"68","101.51949103291204","97.90184145666055","100.21394998596016","95.81040795913073","100.96288218102106","102.78600987381724"
"69","101.77814604951777","97.69482017994834","100.08853652225466","95.85294630380093","101.03154581552104","102.93683082754355"
"70","101.7024513128398","97.58117314198353","100.13177943638578","95.84011420676948","101.28992875507225","102.71172094585599"
"71","101.72392155345095","97.53388561704618","100.0318457925439","95.80974340598948","100.91607024440232","103.0263137354057"
"72","102.02701968046468","97.10898648969335","100.02822909843665","95.4065051503769","100.75822588167644","103.58015873953296"
"73","102.04740262599134","97.01341077027253","99.87159056921944","95.17947808899677","100.71154471757532","104.04423154531884"
"74","102.48374556178307","96.84848944691653","99.97773175859822","95.27761228438928","100.65692521822491","104.22962854166568"
"75","102.32546807706984","97.06300790738038","99.88673176791268","95.16115210673762","100.52594039121001","104.21807467888952"
"76","102.04951791482539","96.95810359555307","99.59742043544551","94.83968328157006","100.54252970530662","103.98625260944664"
"77","102.05088528704943","96.78656753960273","99.72534351176031","94.70584375942724","100.5383962846548","104.13242351727817"
"78","101.84144935990149","96.83570851824243","99.75036008055322","94.9541765676174","100.73228134669907","104.31241512373946"
"79","101.72806391748394","96.98144053083344","99.23918430635183","95.04646475447878","100.96084848232583","104.87575884660212"
"80","101.52294979639002","97.26369907897474","99.51547090419429","94.46739593596804","101.27332505819022","104.5550333512856"
"81","101.95128974535386","97.47405178984346","99.26406724939285","94.34536562433208","101.29607120570321","103.98627064705408"
"82","101.72858577864697","97.68809493638967","98.94211737886134","94.14336918304063","101.18397119836813","104.24476130577736"
"83","101.64899991001275","97.35581590336712","98.77560643250986","94.15964524475662","101.2118022469161","104.28316123510643"
"84","101.31177175529882","97.29866393101506","98.59197639932802","94.09673790745067","100.97850574473212","104.63308003555296"
